date,material_code,material,marketing_l0,marketing_l1,marketing_l2,marketing_l3,marketing_l4,soldto_code,soldto_customer,shipto_code,ship_to_customer,Plant,Sales Organization,Payment terms,Incoterms,Customer Cluster,volume,nasp,pp,margin,
04.2024,241990,"DESMODUR T 80            0250,00 KG B13",70,A70,531,075,A902,7272916,Tayfull Industrial Co.Ltd,7272916,Tayfull Industrial Co.Ltd,ERP3,ER20,0,0,TPC-TW,"20,000 ",0 ,1.80 ,0,
04.2024,241990,"DESMODUR T 80            0250,00 KG B13",70,A70,531,098,A034,300799,TONG FONG TRADING CO LTD,5131088,"TONG FONG TRADING CO., LTD.",ERP3,ER20,0,0,TPC-TW,"20,000 ",0 ,1.71 ,0,
04.2024,241990,"DESMODUR T 80            0250,00 KG B13",70,A70,531,098,A034,1193521,Len Wa Enterprise Corp.,801129,"COATING P. MATERIALS CO., LTD.",ERP3,ER20,0,0,TPC-TW,"7,500 ",0 ,1.75 ,0,
04.2024,241990,"DESMODUR T 80            0250,00 KG B13",70,A70,531,098,A034,1193521,Len Wa Enterprise Corp.,3504465,TONG HSING INTEGRATED AND,ERP3,ER20,0,0,TPC-TW,"10,000 ",0 ,1.72 ,0,
04.2024,241990,"DESMODUR T 80            0250,00 KG B13",70,A70,531,098,A034,1193521,Len Wa Enterprise Corp.,5666941,"SHAN WIN CO., LTD.",ERP3,ER20,0,0,TPC-TW,"7,500 ",0 ,1.78 ,0,
04.2024,242016,"DESMODUR T 80            0000,00 KG T01",70,A70,531,075,A902,1193521,Len Wa Enterprise Corp.,4284129,SUNRISE SUCCEED CO.LTD.,ERPA,ER20,0,0,TPC-TW,"18,500 ",0 ,1.81 ,0,
04.2024,242016,"DESMODUR T 80            0000,00 KG T01",70,A70,531,075,A902,3587988,"Chiao Fu Enterprises Co., Ltd",303259,Chiao Fu Enterprise Co.Ltd,ERPA,ER20,0,0,TPC-TW,"18,490 ",0 ,1.70 ,0,
04.2024,242016,"DESMODUR T 80            0000,00 KG T01",70,A70,531,075,A902,5131282,CHEN CHI HSIANG INDUSTRY,5131282,CHEN CHI HSIANG INDUSTRY,ERPA,ER20,0,0,TPC-TW,"37,010 ",0 ,1.73 ,0,
04.2024,242016,"DESMODUR T 80            0000,00 KG T01",70,A70,531,075,A902,5131282,CHEN CHI HSIANG INDUSTRY,11294560,CHEN CHI HSIANG INDUSTRY,ERPA,ER20,0,0,TPC-TW,"37,010 ",0 ,1.72 ,0,
05.2024,241990,"DESMODUR T 80            0250,00 KG B13",70,A70,531,075,A901,670014,Inoac Corporation,11253021,"SEDA Chemical Products CO., Ltd.",ERP3,ER20,0,0,TPC-TW,"10,000 ",0 ,1.74 ,0,
05.2024,241990,"DESMODUR T 80            0250,00 KG B13",70,A70,531,075,A902,300799,TONG FONG TRADING CO LTD,5131339,"JOHNICE INDUSTRY CO., LTD",ERP3,ER20,0,0,TPC-TW,"10,000 ",0 ,1.66 ,0,
05.2024,241990,"DESMODUR T 80            0250,00 KG B13",70,A70,531,075,A902,300799,TONG FONG TRADING CO LTD,5131363,"MENG SHENG PLASTIC CO., LTD.",ERP3,ER20,0,0,TPC-TW,"10,000 ",0 ,1.67 ,0,
05.2024,241990,"DESMODUR T 80            0250,00 KG B13",70,A70,531,075,A902,1193521,Len Wa Enterprise Corp.,5594746,KER MING ENTERPRISE,ERP3,ER20,0,0,TPC-TW,"9,500 ",0 ,1.73 ,0,
05.2024,241990,"DESMODUR T 80            0250,00 KG B13",70,A70,531,075,A902,7272916,Tayfull Industrial Co.Ltd,7272916,Tayfull Industrial Co.Ltd,ERP3,ER20,0,0,TPC-TW,"10,000 ",0 ,1.73 ,0,
05.2024,241990,"DESMODUR T 80            0250,00 KG B13",70,A70,531,098,A034,1193521,Len Wa Enterprise Corp.,5666941,"SHAN WIN CO., LTD.",ERP3,ER20,0,0,TPC-TW,"7,500 ",0 ,1.73 ,0,
05.2024,241990,"DESMODUR T 80            0250,00 KG B13",70,A70,531,098,A034,11232643,"HEXA MATERIAL TECHNOLOGY CO., LTD.",11232643,"HEXA MATERIAL TECHNOLOGY CO., LTD.",NLWH,NL20,0,0,TPC-TW,"40,000 ",0 ,1.65 ,0,
05.2024,242016,"DESMODUR T 80            0000,00 KG T01",70,A70,521,046,A949,1480229,NAN YA PLASTICS CORPORATION,5131452,NAN YA PLASTICS CORPORATION,ERPA,ER20,0,0,TPC-TW,"11,030 ",0 ,1.71 ,0,
05.2024,242016,"DESMODUR T 80            0000,00 KG T01",70,A70,531,075,A902,3587988,"Chiao Fu Enterprises Co., Ltd",303259,Chiao Fu Enterprise Co.Ltd,ERPA,ER20,0,0,TPC-TW,"18,520 ",0 ,1.69 ,0,
05.2024,242016,"DESMODUR T 80            0000,00 KG T01",70,A70,531,075,A902,5131282,CHEN CHI HSIANG INDUSTRY,11294560,CHEN CHI HSIANG INDUSTRY,ERPA,ER20,0,0,TPC-TW,"36,950 ",0 ,1.70 ,0,
05.2024,242016,"DESMODUR T 80            0000,00 KG T01",70,A70,531,075,A905,5036982,"Aica Kogyo Co., Ltd.",5512680,Evermore Chemical Industry,ERPA,ER20,0,0,TPC-TW,"36,970 ",0 ,1.64 ,0,
06.2024,241990,"DESMODUR T 80            0250,00 KG B13",70,A70,521,033,A933,3617841,Union Chemical Ind. Co. Ltd.,630314,Union Chemical Ind. Corp.,ERP3,ER20,0,0,TPC-TW,"40,000 ",0 ,1.65 ,0,
06.2024,241990,"DESMODUR T 80            0250,00 KG B13",70,A70,531,075,A901,670014,Inoac Corporation,11253021,"SEDA Chemical Products CO., Ltd.",ERP3,ER20,0,0,TPC-TW,"20,000 ",0 ,1.66 ,0,
06.2024,241990,"DESMODUR T 80            0250,00 KG B13",70,A70,531,075,A902,84255,"HOLY FOAM ENTERPRISES CO., LTD.",5131061,HOLYFOAM - TAOYUAN PLANT,ERP3,ER20,0,0,TPC-TW,"10,000 ",0 ,1.77 ,0,
06.2024,241990,"DESMODUR T 80            0250,00 KG B13",70,A70,531,075,A902,300799,TONG FONG TRADING CO LTD,5131339,"JOHNICE INDUSTRY CO., LTD",ERP3,ER20,0,0,TPC-TW,"10,000 ",0 ,1.64 ,0,
06.2024,241990,"DESMODUR T 80            0250,00 KG B13",70,A70,531,075,A902,7272916,Tayfull Industrial Co.Ltd,7272916,Tayfull Industrial Co.Ltd,ERP3,ER20,0,0,TPC-TW,"10,000 ",0 ,1.70 ,0,
06.2024,241990,"DESMODUR T 80            0250,00 KG B13",70,A70,531,098,A034,11232643,"HEXA MATERIAL TECHNOLOGY CO., LTD.",11232643,"HEXA MATERIAL TECHNOLOGY CO., LTD.",NLWH,NL20,0,0,TPC-TW,"20,000 ",0 ,1.64 ,0,
06.2024,242016,"DESMODUR T 80            0000,00 KG T01",70,A70,531,075,A902,3587988,"Chiao Fu Enterprises Co., Ltd",303259,Chiao Fu Enterprise Co.Ltd,ERPA,ER20,0,0,TPC-TW,"36,970 ",0 ,1.66 ,0,
06.2024,242016,"DESMODUR T 80            0000,00 KG T01",70,A70,531,075,A902,3630979,JIANN FONG POLYURETHANE,3630979,JIANN FONG POLYURETHANE,ERPA,ER20,0,0,TPC-TW,"36,970 ",0 ,1.68 ,0,
06.2024,242016,"DESMODUR T 80            0000,00 KG T01",70,A70,531,075,A902,3630979,JIANN FONG POLYURETHANE,3920489,JIANN FONG POLYURETHANE,ERPA,ER20,0,0,TPC-TW,"18,500 ",0 ,1.69 ,0,
06.2024,242016,"DESMODUR T 80            0000,00 KG T01",70,A70,531,075,A902,5131282,CHEN CHI HSIANG INDUSTRY,11294560,CHEN CHI HSIANG INDUSTRY,ERPA,ER20,0,0,TPC-TW,"36,970 ",0 ,1.69 ,0,
06.2024,242016,"DESMODUR T 80            0000,00 KG T01",70,A70,531,075,A902,7377033,KUN CHING KEY-INDUSTRY CO LTD,5131045,"KUN CHING INDUSTRIAL CO., LTD.",ERPA,ER20,0,0,TPC-TW,"18,470 ",0 ,1.61 ,0,
06.2024,242016,"DESMODUR T 80            0000,00 KG T01",70,A70,531,075,A905,5036982,"Aica Kogyo Co., Ltd.",5512680,Evermore Chemical Industry,ERPA,ER20,0,0,TPC-TW,"55,420 ",0 ,1.63 ,0,
07.2024,241990,"DESMODUR T 80            0250,00 KG B13",70,A70,531,075,A901,1193521,Len Wa Enterprise Corp.,5134079,"NENG KWONG CO., LTD.",ERP3,ER20,0,0,TPC-TW,"6,000 ",0 ,1.61 ,0,
07.2024,241990,"DESMODUR T 80            0250,00 KG B13",70,A70,531,075,A902,84255,"HOLY FOAM ENTERPRISES CO., LTD.",5131061,HOLYFOAM - TAOYUAN PLANT,ERP3,ER20,0,0,TPC-TW,"5,000 ",0 ,1.68 ,0,
07.2024,241990,"DESMODUR T 80            0250,00 KG B13",70,A70,531,075,A902,300799,TONG FONG TRADING CO LTD,5131339,"JOHNICE INDUSTRY CO., LTD",ERP3,ER20,0,0,TPC-TW,"10,000 ",0 ,1.60 ,0,
07.2024,241990,"DESMODUR T 80            0250,00 KG B13",70,A70,531,075,A902,1193521,Len Wa Enterprise Corp.,5594746,KER MING ENTERPRISE,ERP3,ER20,0,0,TPC-TW,"9,500 ",0 ,1.61 ,0,
07.2024,241990,"DESMODUR T 80            0250,00 KG B13",70,A70,531,075,A902,7272916,Tayfull Industrial Co.Ltd,7272916,Tayfull Industrial Co.Ltd,ERP3,ER20,0,0,TPC-TW,"20,000 ",0 ,1.63 ,0,
07.2024,241990,"DESMODUR T 80            0250,00 KG B13",70,A70,531,098,A034,1193521,Len Wa Enterprise Corp.,801129,"COATING P. MATERIALS CO., LTD.",ERP3,ER20,0,0,TPC-TW,"6,000 ",0 ,1.59 ,0,
07.2024,241990,"DESMODUR T 80            0250,00 KG B13",70,A70,531,098,A034,1193521,Len Wa Enterprise Corp.,3504465,TONG HSING INTEGRATED AND,ERP3,ER20,0,0,TPC-TW,"22,500 ",0 ,1.59 ,0,
07.2024,241990,"DESMODUR T 80            0250,00 KG B13",70,A70,531,098,A034,1193521,Len Wa Enterprise Corp.,5666941,"SHAN WIN CO., LTD.",ERP3,ER20,0,0,TPC-TW,"6,000 ",0 ,1.60 ,0,
07.2024,242016,"DESMODUR T 80            0000,00 KG T01",70,A70,521,046,A949,1480229,NAN YA PLASTICS CORPORATION,5131452,NAN YA PLASTICS CORPORATION,ERPA,ER20,0,0,TPC-TW,"10,990 ",0 ,1.71 ,0,
07.2024,242016,"DESMODUR T 80            0000,00 KG T01",70,A70,521,077,A040,1193521,Len Wa Enterprise Corp.,8987450,CROSLENE CHEMICAL IND LTD,ERPA,ER20,0,0,TPC-TW,"18,490 ",0 ,1.62 ,0,
07.2024,242016,"DESMODUR T 80            0000,00 KG T01",70,A70,531,075,A902,300799,TONG FONG TRADING CO LTD,5944718,DA FUNG FOAM CO LTD,ERPA,ER20,0,0,TPC-TW,"18,440 ",0 ,1.55 ,0,
07.2024,242016,"DESMODUR T 80            0000,00 KG T01",70,A70,531,075,A902,3587988,"Chiao Fu Enterprises Co., Ltd",303259,Chiao Fu Enterprise Co.Ltd,ERPA,ER20,0,0,TPC-TW,"36,980 ",0 ,1.58 ,0,
07.2024,242016,"DESMODUR T 80            0000,00 KG T01",70,A70,531,075,A902,3630979,JIANN FONG POLYURETHANE,3630979,JIANN FONG POLYURETHANE,ERPA,ER20,0,0,TPC-TW,"36,970 ",0 ,1.63 ,0,
07.2024,242016,"DESMODUR T 80            0000,00 KG T01",70,A70,531,075,A902,3630979,JIANN FONG POLYURETHANE,3920489,JIANN FONG POLYURETHANE,ERPA,ER20,0,0,TPC-TW,"18,470 ",0 ,1.57 ,0,
07.2024,242016,"DESMODUR T 80            0000,00 KG T01",70,A70,531,075,A902,5131282,CHEN CHI HSIANG INDUSTRY,11294560,CHEN CHI HSIANG INDUSTRY,ERPA,ER20,0,0,TPC-TW,"92,510 ",0 ,1.59 ,0,
07.2024,242016,"DESMODUR T 80            0000,00 KG T01",70,A70,531,075,A905,5036982,"Aica Kogyo Co., Ltd.",5512680,Evermore Chemical Industry,ERPA,ER20,0,0,TPC-TW,"18,490 ",0 ,1.61 ,0,
07.2024,242016,"DESMODUR T 80            0000,00 KG T01",70,A70,531,075,A905,7287956,Headway Advanced Materials Inc.,3649685,HEADWAY ADVANCED MATERIALS INC,ERPA,ER20,0,0,TPC-TW,"36,950 ",0 ,1.59 ,0,
08.2024,241990,"DESMODUR T 80            0250,00 KG B13",70,A70,521,033,A933,300799,TONG FONG TRADING CO LTD,3504473,"F-TAI INDUSTRIAL CO., LTD.",ERP3,ER20,0,0,TPC-TW,"6,250 ",0 ,1.60 ,0,
08.2024,241990,"DESMODUR T 80            0250,00 KG B13",70,A70,531,075,A902,84255,"HOLY FOAM ENTERPRISES CO., LTD.",5131061,HOLYFOAM - TAOYUAN PLANT,ERP3,ER20,0,0,TPC-TW,"5,000 ",0 ,1.68 ,0,
08.2024,241990,"DESMODUR T 80            0250,00 KG B13",70,A70,531,075,A902,300799,TONG FONG TRADING CO LTD,5131339,"JOHNICE INDUSTRY CO., LTD",ERP3,ER20,0,0,TPC-TW,"30,000 ",0 ,1.60 ,0,
08.2024,241990,"DESMODUR T 80            0250,00 KG B13",70,A70,531,075,A902,1193521,Len Wa Enterprise Corp.,5594746,KER MING ENTERPRISE,ERP3,ER20,0,0,TPC-TW,"19,000 ",0 ,1.62 ,0,
08.2024,241990,"DESMODUR T 80            0250,00 KG B13",70,A70,531,075,A902,7272916,Tayfull Industrial Co.Ltd,7272916,Tayfull Industrial Co.Ltd,ERP3,ER20,0,0,TPC-TW,"10,000 ",0 ,1.61 ,0,
08.2024,241990,"DESMODUR T 80            0250,00 KG B13",70,A70,531,098,A034,300799,TONG FONG TRADING CO LTD,5131088,"TONG FONG TRADING CO., LTD.",ERP3,ER20,0,0,TPC-TW,"3,500 ",0 ,1.50 ,0,
08.2024,242016,"DESMODUR T 80            0000,00 KG T01",70,A70,531,075,A902,300799,TONG FONG TRADING CO LTD,5132319,"HSING FONG INDUSTRY CO., LTD.",ERPA,ER20,0,0,TPC-TW,"18,500 ",0 ,1.63 ,0,
08.2024,242016,"DESMODUR T 80            0000,00 KG T01",70,A70,531,075,A902,300799,TONG FONG TRADING CO LTD,5944718,DA FUNG FOAM CO LTD,ERPA,ER20,0,0,TPC-TW,"18,470 ",0 ,1.64 ,0,
08.2024,242016,"DESMODUR T 80            0000,00 KG T01",70,A70,531,075,A902,3587988,"Chiao Fu Enterprises Co., Ltd",303259,Chiao Fu Enterprise Co.Ltd,ERPA,ER20,0,0,TPC-TW,"36,980 ",0 ,1.60 ,0,
08.2024,242016,"DESMODUR T 80            0000,00 KG T01",70,A70,531,075,A902,3630979,JIANN FONG POLYURETHANE,3630979,JIANN FONG POLYURETHANE,ERPA,ER20,0,0,TPC-TW,"36,970 ",0 ,1.60 ,0,
08.2024,242016,"DESMODUR T 80            0000,00 KG T01",70,A70,531,075,A902,3630979,JIANN FONG POLYURETHANE,3920489,JIANN FONG POLYURETHANE,ERPA,ER20,0,0,TPC-TW,"18,490 ",0 ,1.60 ,0,
08.2024,242016,"DESMODUR T 80            0000,00 KG T01",70,A70,531,075,A902,5131282,CHEN CHI HSIANG INDUSTRY,11294560,CHEN CHI HSIANG INDUSTRY,ERPA,ER20,0,0,TPC-TW,"73,940 ",0 ,1.59 ,0,
08.2024,242016,"DESMODUR T 80            0000,00 KG T01",70,A70,531,075,A902,7377033,KUN CHING KEY-INDUSTRY CO LTD,5131045,"KUN CHING INDUSTRIAL CO., LTD.",ERPA,ER20,0,0,TPC-TW,"18,480 ",0 ,1.55 ,0,
08.2024,242016,"DESMODUR T 80            0000,00 KG T01",70,A70,531,075,A905,5036982,"Aica Kogyo Co., Ltd.",5512680,Evermore Chemical Industry,ERPA,ER20,0,0,TPC-TW,"55,410 ",0 ,1.57 ,0,
08.2024,242016,"DESMODUR T 80            0000,00 KG T01",70,A70,531,075,A905,7287956,Headway Advanced Materials Inc.,3649685,HEADWAY ADVANCED MATERIALS INC,ERPA,ER20,0,0,TPC-TW,"36,980 ",0 ,1.55 ,0,
09.2024,241990,"DESMODUR T 80            0250,00 KG B13",70,A70,521,033,A933,300799,TONG FONG TRADING CO LTD,3504473,"F-TAI INDUSTRIAL CO., LTD.",ERP3,ER20,0,0,TPC-TW,"6,250 ",0 ,1.61 ,0,
09.2024,241990,"DESMODUR T 80            0250,00 KG B13",70,A70,531,075,A901,670014,Inoac Corporation,11253021,"SEDA Chemical Products CO., Ltd.",ERP3,ER20,0,0,TPC-TW,"5,000 ",0 ,1.63 ,0,
09.2024,241990,"DESMODUR T 80            0250,00 KG B13",70,A70,531,075,A902,84255,"HOLY FOAM ENTERPRISES CO., LTD.",5131061,HOLYFOAM - TAOYUAN PLANT,ERP3,ER20,0,0,TPC-TW,"5,000 ",0 ,1.70 ,0,
09.2024,241990,"DESMODUR T 80            0250,00 KG B13",70,A70,531,075,A902,300799,TONG FONG TRADING CO LTD,5131339,"JOHNICE INDUSTRY CO., LTD",ERP3,ER20,0,0,TPC-TW,"10,000 ",0 ,1.62 ,0,
09.2024,241990,"DESMODUR T 80            0250,00 KG B13",70,A70,531,075,A902,7272916,Tayfull Industrial Co.Ltd,7272916,Tayfull Industrial Co.Ltd,ERP3,ER20,0,0,TPC-TW,"20,000 ",0 ,1.62 ,0,
09.2024,241990,"DESMODUR T 80            0250,00 KG B13",70,A70,531,098,A034,1193521,Len Wa Enterprise Corp.,801129,"COATING P. MATERIALS CO., LTD.",ERP3,ER20,0,0,TPC-TW,"7,500 ",0 ,1.64 ,0,
09.2024,241990,"DESMODUR T 80            0250,00 KG B13",70,A70,531,098,A034,1193521,Len Wa Enterprise Corp.,5666941,"SHAN WIN CO., LTD.",ERP3,ER20,0,0,TPC-TW,"7,500 ",0 ,1.63 ,0,
09.2024,242016,"DESMODUR T 80            0000,00 KG T01",70,A70,521,046,A949,1480229,NAN YA PLASTICS CORPORATION,5131452,NAN YA PLASTICS CORPORATION,ERPA,ER20,0,0,TPC-TW,"10,990 ",0 ,1.74 ,0,
09.2024,242016,"DESMODUR T 80            0000,00 KG T01",70,A70,531,075,A902,3587988,"Chiao Fu Enterprises Co., Ltd",303259,Chiao Fu Enterprise Co.Ltd,ERPA,ER20,0,0,TPC-TW,"54,980 ",0 ,1.60 ,0,
09.2024,242016,"DESMODUR T 80            0000,00 KG T01",70,A70,531,075,A902,3630979,JIANN FONG POLYURETHANE,3630979,JIANN FONG POLYURETHANE,ERPA,ER20,0,0,TPC-TW,"36,990 ",0 ,1.62 ,0,
09.2024,242016,"DESMODUR T 80            0000,00 KG T01",70,A70,531,075,A902,3630979,JIANN FONG POLYURETHANE,3920489,JIANN FONG POLYURETHANE,ERPA,ER20,0,0,TPC-TW,"36,950 ",0 ,1.59 ,0,
09.2024,242016,"DESMODUR T 80            0000,00 KG T01",70,A70,531,075,A902,5131282,CHEN CHI HSIANG INDUSTRY,11294560,CHEN CHI HSIANG INDUSTRY,ERPA,ER20,0,0,TPC-TW,"55,440 ",0 ,1.60 ,0,
09.2024,242016,"DESMODUR T 80            0000,00 KG T01",70,A70,531,075,A905,5036982,"Aica Kogyo Co., Ltd.",5512680,Evermore Chemical Industry,ERPA,ER20,0,0,TPC-TW,"55,460 ",0 ,1.55 ,0,
10.2024,241990,"DESMODUR T 80            0250,00 KG B13",70,A70,531,075,A902,84255,"HOLY FOAM ENTERPRISES CO., LTD.",5131061,HOLYFOAM - TAOYUAN PLANT,ERP3,ER20,0,0,TPC-TW,"5,000 ",0 ,1.66 ,0,
10.2024,241990,"DESMODUR T 80            0250,00 KG B13",70,A70,531,075,A902,300799,TONG FONG TRADING CO LTD,5131339,"JOHNICE INDUSTRY CO., LTD",ERP3,ER20,0,0,TPC-TW,"10,000 ",0 ,1.55 ,0,
10.2024,241990,"DESMODUR T 80            0250,00 KG B13",70,A70,531,075,A902,1193521,Len Wa Enterprise Corp.,5131339,"JOHNICE INDUSTRY CO., LTD",ERP3,ER20,0,0,TPC-TW,"10,000 ",0 ,1.56 ,0,
10.2024,241990,"DESMODUR T 80            0250,00 KG B13",70,A70,531,075,A902,1193521,Len Wa Enterprise Corp.,5594746,KER MING ENTERPRISE,ERP3,ER20,0,0,TPC-TW,"9,500 ",0 ,1.58 ,0,
10.2024,241990,"DESMODUR T 80            0250,00 KG B13",70,A70,531,075,A902,5131282,CHEN CHI HSIANG INDUSTRY,11294560,CHEN CHI HSIANG INDUSTRY,ERP3,ER20,0,0,TPC-TW,"20,000 ",0 ,1.58 ,0,
10.2024,241990,"DESMODUR T 80            0250,00 KG B13",70,A70,531,075,A902,7272916,Tayfull Industrial Co.Ltd,7272916,Tayfull Industrial Co.Ltd,ERP3,ER20,0,0,TPC-TW,"20,000 ",0 ,1.59 ,0,
10.2024,241990,"DESMODUR T 80            0250,00 KG B13",70,A70,531,098,A034,300799,TONG FONG TRADING CO LTD,5131789,"KOHO MATERIAL CO., LTD.",ERP3,ER20,0,0,TPC-TW,"6,250 ",0 ,1.57 ,0,
10.2024,241990,"DESMODUR T 80            0250,00 KG B13",70,A70,531,098,A034,1193521,Len Wa Enterprise Corp.,5666941,"SHAN WIN CO., LTD.",ERP3,ER20,0,0,TPC-TW,"8,000 ",0 ,1.59 ,0,
10.2024,242016,"DESMODUR T 80            0000,00 KG T01",70,A70,531,075,A902,3587988,"Chiao Fu Enterprises Co., Ltd",303259,Chiao Fu Enterprise Co.Ltd,ERPA,ER20,0,0,TPC-TW,"55,460 ",0 ,1.57 ,0,
10.2024,242016,"DESMODUR T 80            0000,00 KG T01",70,A70,531,075,A902,3630979,JIANN FONG POLYURETHANE,3920489,JIANN FONG POLYURETHANE,ERPA,ER20,0,0,TPC-TW,"18,450 ",0 ,1.59 ,0,
10.2024,242016,"DESMODUR T 80            0000,00 KG T01",70,A70,531,075,A902,5131282,CHEN CHI HSIANG INDUSTRY,11294560,CHEN CHI HSIANG INDUSTRY,ERPA,ER20,0,0,TPC-TW,"36,960 ",0 ,1.56 ,0,
10.2024,242016,"DESMODUR T 80            0000,00 KG T01",70,A70,531,075,A902,7377033,KUN CHING KEY-INDUSTRY CO LTD,5131045,"KUN CHING INDUSTRIAL CO., LTD.",ERPA,ER20,0,0,TPC-TW,"18,500 ",0 ,1.54 ,0,
10.2024,242016,"DESMODUR T 80            0000,00 KG T01",70,A70,531,075,A905,5036982,"Aica Kogyo Co., Ltd.",5512680,Evermore Chemical Industry,ERPA,ER20,0,0,TPC-TW,"55,460 ",0 ,1.55 ,0,
11.2024,241990,"DESMODUR T 80            0250,00 KG B13",70,A70,521,033,A933,300799,TONG FONG TRADING CO LTD,3504473,"F-TAI INDUSTRIAL CO., LTD.",ERP3,ER20,0,0,TPC-TW,"6,250 ",0 ,1.53 ,0,
11.2024,241990,"DESMODUR T 80            0250,00 KG B13",70,A70,531,075,A901,670014,Inoac Corporation,11253021,"SEDA Chemical Products CO., Ltd.",ERP3,ER20,0,0,TPC-TW,"5,000 ",0 ,1.55 ,0,
11.2024,241990,"DESMODUR T 80            0250,00 KG B13",70,A70,531,075,A902,84255,"HOLY FOAM ENTERPRISES CO., LTD.",5131061,HOLYFOAM - TAOYUAN PLANT,ERP3,ER20,0,0,TPC-TW,"6,250 ",0 ,1.64 ,0,
11.2024,241990,"DESMODUR T 80            0250,00 KG B13",70,A70,531,075,A902,1193521,Len Wa Enterprise Corp.,5131339,"JOHNICE INDUSTRY CO., LTD",ERP3,ER20,0,0,TPC-TW,"10,000 ",0 ,1.57 ,0,
11.2024,241990,"DESMODUR T 80            0250,00 KG B13",70,A70,531,075,A902,1193521,Len Wa Enterprise Corp.,5594746,KER MING ENTERPRISE,ERP3,ER20,0,0,TPC-TW,"9,500 ",0 ,1.58 ,0,
